Arabic,0.26333663506438376
Basque,0.20045950603101664
Bulgarian,0.2895004448964027
Croatian,0.2336969696969697
Czech,0.2188707451701932
Danish,0.2912984364377974
Dutch,0.3410922112802149
English,0.2876554032515142
Finnish,0.1475929978118162
Gothic,0.26560682435052346
Greek,0.357621736062103
Hebrew,0.35051546391752575
Hindi,0.35187694044594975
Italian,0.4159057706355004
Norwegian,0.31707398281947125
Old_Church_Slavonic,0.22563496751329
Persian,0.27774310323305457
Polish,0.1954070981210856
Portuguese,0.35844554286688257
Slovenian,0.2860698286283154
Spanish,0.4076449138689803
Swedish,0.3195269176031801
